GSM884797|N/A|N/A|M|85|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884651|N/A|N/A|M|66|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884470|N/A|N/A|F|25|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM401613|N/A|N/A|M|20|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884542|N/A|N/A|M|95|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM401579|N/A|N/A|M|84|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM401619|N/A|N/A|M|92|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884824|N/A|N/A|M|19|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM401651|N/A|N/A|F|53|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM401689|N/A|N/A|M|56|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884498|N/A|N/A|F|25|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884551|N/A|N/A|M|73|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884687|N/A|N/A|M|4|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM401547|N/A|N/A|M|57|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884445|N/A|N/A|F|59|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884571|N/A|N/A|M|84|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884608|N/A|N/A|M|14|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM401738|N/A|N/A|M|23|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM401575|N/A|N/A|F|49|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884508|N/A|N/A|F|1|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884376|N/A|N/A|F|19|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM884515|N/A|N/A|F|19|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM401627|N/A|N/A|M|18|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM401646|N/A|N/A|F|40|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
