GSM1624132|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624133|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624134|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624135|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624136|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624137|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624138|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624139|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624140|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624141|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624142|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624143|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624144|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624145|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624146|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624147|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624148|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624149|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624150|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|ctrl|Asymptomatic|N/A|Disease
GSM1624151|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624152|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624153|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624154|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624155|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624156|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624157|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624158|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624159|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624160|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624161|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624162|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624163|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624164|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624165|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624166|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624167|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624168|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
GSM1624169|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vivo|case|Symptomatic|N/A|Disease
