GSM2492187|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492188|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492189|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492190|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492191|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492192|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492193|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492194|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492195|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492196|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492197|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492198|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492199|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492200|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492201|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492202|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492203|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492204|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492205|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492206|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492207|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492208|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492209|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492210|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|ctrl|control|N/A|None
GSM2492211|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492212|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492213|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492214|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492215|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492216|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|VPA treated|Valproic Acid|Small Molecule
GSM2492217|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492218|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492219|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492220|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492221|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492222|N/A|N/A|N/A|N/A|N/A|healthy|Breast|N/A|in_vivo|case|Zebularine treated|Zebularine|Small Molecule
GSM2492223|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|ctrl|control|N/A|None
GSM2492224|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|ctrl|control|N/A|None
GSM2492225|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|ctrl|control|N/A|None
GSM2492226|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|ctrl|control|N/A|None
GSM2492227|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|ctrl|control|N/A|None
GSM2492228|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|ctrl|control|N/A|None
GSM2492229|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|ctrl|control|N/A|None
GSM2492230|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|ctrl|control|N/A|None
GSM2492231|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|ctrl|control|N/A|None
GSM2492232|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|ctrl|control|N/A|None
GSM2492233|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492234|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492235|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492236|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492237|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492238|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492239|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492240|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492241|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
GSM2492242|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
GSM2492243|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
GSM2492244|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
GSM2492245|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
GSM2492246|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
GSM2492247|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492248|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492249|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492250|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492251|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492252|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|VPA treated|Valproic Acid|Small Molecule
GSM2492253|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
GSM2492254|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
GSM2492255|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
GSM2492256|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
GSM2492257|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
GSM2492258|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|case|Zebularine treated|Zebularine|Small Molecule
