GSM3147089|N/A|N/A|N/A|N/A|N/A|N/A|Cells|aES1|in_vitro|N/A|N/A|N/A|Genetic
GSM3147090|N/A|N/A|N/A|N/A|N/A|N/A|Cells|aES3|in_vitro|N/A|N/A|N/A|Genetic
GSM3147091|N/A|N/A|N/A|N/A|N/A|N/A|Cells|aES5|in_vitro|N/A|N/A|N/A|Genetic
GSM3147092|N/A|N/A|N/A|N/A|N/A|N/A|Cells|aES1|in_vitro|N/A|N/A|N/A|Genetic
GSM3147093|N/A|N/A|N/A|N/A|N/A|N/A|Cells|aES3|in_vitro|N/A|N/A|N/A|Genetic
GSM3147094|N/A|N/A|N/A|N/A|N/A|N/A|Cells|CU-ES4|in_vitro|N/A|N/A|N/A|Genetic
GSM3147095|N/A|N/A|N/A|N/A|N/A|N/A|Cells|CU-ES5|in_vitro|N/A|N/A|N/A|Genetic
GSM3147096|N/A|N/A|N/A|N/A|N/A|N/A|Cells|CU-ES4|in_vitro|N/A|N/A|N/A|Genetic
GSM3147097|N/A|N/A|N/A|N/A|N/A|N/A|Cells|pES7|in_vitro|N/A|N/A|N/A|Genetic
GSM3147098|N/A|N/A|N/A|N/A|N/A|N/A|Cells|pES10|in_vitro|N/A|N/A|N/A|Genetic
GSM3147099|N/A|N/A|N/A|N/A|N/A|N/A|Cells|pES10|in_vitro|N/A|N/A|N/A|Genetic
GSM3147100|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3147101|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3147102|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
