GSM2888722|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|Disease
GSM2888723|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|Disease
GSM2888724|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|Disease
GSM2888725|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|Disease
GSM2888726|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|Disease
GSM2888727|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888728|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888729|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888730|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888731|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888732|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888733|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888734|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888735|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888736|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888737|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888738|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888739|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888740|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888741|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888742|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888743|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888744|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888745|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888746|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888747|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888748|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888749|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888750|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
GSM2888751|N/A|N/A|N/A|N/A|N/A|N/A|Testis|N/A|in_vitro|N/A|N/A|N/A|None
