GSM1468312|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1468313|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1468314|N/A|N/A|N/A|N/A|N/A|N/A|Cells|Cardiovascular progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1468315|N/A|N/A|N/A|N/A|N/A|N/A|Cells|Cardiovascular progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1468316|N/A|N/A|N/A|N/A|N/A|N/A|Cells|Neural progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1468317|N/A|N/A|N/A|N/A|N/A|N/A|Cells|Neural progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1468318|N/A|N/A|N/A|N/A|N/A|N/A|Cells|human dermal fibroblasts|in_vitro|N/A|N/A|N/A|N/A
GSM1468319|N/A|N/A|N/A|N/A|N/A|N/A|Cells|human dermal fibroblasts|in_vitro|N/A|N/A|N/A|N/A
GSM1468320|N/A|N/A|N/A|N/A|N/A|N/A|Cells|human dermal fibroblasts|in_vitro|N/A|N/A|N/A|N/A
GSM1468321|N/A|N/A|N/A|N/A|N/A|N/A|Cells|human dermal fibroblasts|in_vitro|N/A|N/A|N/A|N/A
GSM1468322|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1468323|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1468324|N/A|N/A|N/A|N/A|N/A|N/A|Cells|Cardiovascular progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1468325|N/A|N/A|N/A|N/A|N/A|N/A|Cells|Cardiovascular progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1468326|N/A|N/A|N/A|N/A|N/A|N/A|Cells|Neural progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1468327|N/A|N/A|N/A|N/A|N/A|N/A|Cells|Neural progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1468328|N/A|N/A|N/A|N/A|N/A|N/A|Cells|human dermal fibroblasts|in_vitro|N/A|N/A|N/A|N/A
GSM1468329|N/A|N/A|N/A|N/A|N/A|N/A|Cells|human dermal fibroblasts|in_vitro|N/A|N/A|N/A|N/A
