GSM1551105|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551106|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551107|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551108|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551109|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551110|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551111|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551112|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551113|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551114|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551115|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551116|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551117|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551118|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551119|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551120|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551121|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551122|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551123|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551124|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551125|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551126|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551127|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551128|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551129|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551130|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551131|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551132|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551133|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551134|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551135|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551136|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
GSM1551137|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CD16+|in_vitro|N/A|N/A|Folic Acid|Disease
GSM1551138|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|Whole Blood|in_vivo|N/A|N/A|Folic Acid|Disease
