GSM5487718|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Oxidative bisulfite|None
GSM5487719|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Oxidative bisulfite|None
GSM5487720|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Oxidative bisulfite|None
GSM5487721|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Oxidative bisulfite|None
GSM5487722|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Oxidative bisulfite|None
GSM5487723|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Oxidative bisulfite|None
GSM5487724|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Oxidative bisulfite|None
GSM5487725|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Oxidative bisulfite|Genetic
GSM5487726|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Oxidative bisulfite|Genetic
GSM5487727|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Oxidative bisulfite|Genetic
GSM5487728|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Oxidative bisulfite|Genetic
GSM5487729|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Oxidative bisulfite|Genetic
GSM5487730|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Oxidative bisulfite|Genetic
GSM5487731|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Oxidative bisulfite|Genetic
GSM5487732|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Oxidative bisulfite|Genetic
GSM5487733|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Oxidative bisulfite|Genetic
GSM5487734|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Oxidative bisulfite|Genetic
GSM5487735|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Oxidative bisulfite|Genetic
GSM5487736|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Oxidative bisulfite|Genetic
GSM5487737|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Oxidative bisulfite|Genetic
GSM5487738|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Oxidative bisulfite|Genetic
GSM5487739|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Oxidative bisulfite|Genetic
GSM5487740|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Oxidative bisulfite|Genetic
GSM5487741|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Bisulfite|None
GSM5487742|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Bisulfite|None
GSM5487743|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Bisulfite|None
GSM5487744|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Bisulfite|None
GSM5487745|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Bisulfite|None
GSM5487746|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Bisulfite|None
GSM5487747|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|ctrl|Control|Bisulfite|None
GSM5487748|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Bisulfite|Genetic
GSM5487749|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Bisulfite|Genetic
GSM5487750|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Bisulfite|Genetic
GSM5487751|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Bisulfite|Genetic
GSM5487752|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Bisulfite|Genetic
GSM5487753|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Bisulfite|Genetic
GSM5487754|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Bisulfite|Genetic
GSM5487755|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|WT aSyn|Bisulfite|Genetic
GSM5487756|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Bisulfite|Genetic
GSM5487757|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Bisulfite|Genetic
GSM5487758|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Bisulfite|Genetic
GSM5487759|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Bisulfite|Genetic
GSM5487760|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Bisulfite|Genetic
GSM5487761|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Bisulfite|Genetic
GSM5487762|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Bisulfite|Genetic
GSM5487763|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|LUHMES|in_vitro|case|A30P aSyn|Bisulfite|Genetic
