GSM1278508|N/A|N/A|N/A|N/A|N/A|healthy|Kidney|N/A|in_vivo|ctrl|Normal Kidney|N/A|None
GSM1278509|N/A|N/A|N/A|N/A|N/A|healthy|Kidney|N/A|in_vivo|ctrl|Normal Kidney|N/A|None
GSM1278510|N/A|N/A|N/A|N/A|N/A|healthy|Kidney|N/A|in_vivo|ctrl|Normal Kidney|N/A|None
GSM1278511|N/A|N/A|N/A|N/A|N/A|healthy|Kidney|N/A|in_vivo|ctrl|Normal Kidney|N/A|None
GSM1278512|N/A|N/A|N/A|N/A|N/A|healthy|Kidney|N/A|in_vivo|ctrl|Normal Kidney|N/A|None
GSM1278513|N/A|N/A|N/A|N/A|N/A|healthy|Kidney|N/A|in_vivo|ctrl|Normal Kidney|N/A|None
GSM1278514|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278515|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278516|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278517|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278518|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278519|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278520|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278521|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278522|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278523|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278524|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278525|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278526|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278527|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278528|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278529|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
GSM1278530|N/A|N/A|N/A|N/A|N/A|Renal Tumor|Kidney|N/A|in_vivo|case|Renal Tumor|N/A|Disease
