GSM737035|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737036|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737037|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737038|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737039|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737040|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737041|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737042|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737043|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737044|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737045|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737046|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737047|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737048|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737049|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737050|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737051|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737052|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737053|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737054|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737055|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737056|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737057|D00048001|N/A|N/A|N/A|N/A|Liver Cancer|Liver|N/A|in_vivo|case|cancer_medip|N/A|Disease
GSM737058|D00048001|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737059|N/A|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737060|N/A|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737061|N/A|N/A|N/A|N/A|N/A|Healthy|Liver|N/A|in_vivo|ctrl|normal_medip|N/A|None
GSM737062|N/A|N/A|N/A|N/A|N/A|Liver Cancer|Liver|HepG2|in_vitro|case|HepG2_medip|N/A|Disease
GSM737063|N/A|N/A|N/A|N/A|N/A|Liver Cancer|Liver|HepG2|in_vitro|case|HepG2_medip|N/A|Disease
GSM737064|N/A|N/A|N/A|N/A|N/A|Liver Cancer|Liver|HepG2|in_vitro|case|HepG2_medip|N/A|Disease
