GSM3900322|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Pre45|N/A|N/A
GSM3900323|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Pre15|N/A|N/A
GSM3900324|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R2|N/A|N/A
GSM3900325|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R30|N/A|N/A
GSM3900326|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R60|N/A|N/A
GSM3900327|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R75|N/A|N/A
GSM3900328|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R90|N/A|N/A
GSM3900329|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R105|N/A|N/A
GSM3900330|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R120|N/A|N/A
GSM3900331|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R150|N/A|N/A
GSM3900332|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R175|N/A|N/A
GSM3900333|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Post30|N/A|N/A
GSM3900334|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Pre45|N/A|N/A
GSM3900335|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Pre15|N/A|N/A
GSM3900336|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R2|N/A|N/A
GSM3900337|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R30|N/A|N/A
GSM3900338|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R60|N/A|N/A
GSM3900339|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R75|N/A|N/A
GSM3900340|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R90|N/A|N/A
GSM3900341|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R105|N/A|N/A
GSM3900342|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R120|N/A|N/A
GSM3900343|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R150|N/A|N/A
GSM3900344|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R175|N/A|N/A
GSM3900345|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Post30|N/A|N/A
GSM3900346|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Pre45|N/A|N/A
GSM3900347|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Pre15|N/A|N/A
GSM3900348|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R2|N/A|N/A
GSM3900349|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R30|N/A|N/A
GSM3900350|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R60|N/A|N/A
GSM3900351|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R75|N/A|N/A
GSM3900352|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R90|N/A|N/A
GSM3900353|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R105|N/A|N/A
GSM3900354|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R120|N/A|N/A
GSM3900355|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R150|N/A|N/A
GSM3900356|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R175|N/A|N/A
GSM3900357|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Post30|N/A|N/A
GSM3900358|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Pre45|N/A|N/A
GSM3900359|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Pre15|N/A|N/A
GSM3900360|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R2|N/A|N/A
GSM3900361|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R30|N/A|N/A
GSM3900362|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R60|N/A|N/A
GSM3900363|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R75|N/A|N/A
GSM3900364|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R90|N/A|N/A
GSM3900365|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R105|N/A|N/A
GSM3900366|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R120|N/A|N/A
GSM3900367|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R150|N/A|N/A
GSM3900368|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|R175|N/A|N/A
GSM3900369|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|Post30|N/A|N/A
