GSM1105107|N/A|N/A|M|N/A|E-PZ-1-iPS-like-4|healthy|Prostate|E-PZ-1-iPS-like-4|in_vitro|ctrl|control medium AR|None|Environmental
GSM1105108|N/A|N/A|M|N/A|E-PZ-1-iPS-like-4|healthy|Prostate|E-PZ-1-iPS-like-4|in_vitro|ctrl|induction medium AR|None|Environmental
GSM1105109|N/A|N/A|M|N/A|E-PZ-1-iPS-like-4|healthy|Prostate|E-PZ-1-iPS-like-4|in_vitro|ctrl|control medium AR|None|Environmental
GSM1105110|N/A|N/A|M|N/A|E-PZ-1-iPS-like-4|healthy|Prostate|E-PZ-1-iPS-like-4|in_vitro|ctrl|induction medium AR|None|Environmental
GSM1105111|N/A|N/A|M|N/A|E-PZ-1-iPS-like-4|healthy|Prostate|E-PZ-1-iPS-like-4|in_vitro|ctrl|control medium PSA|None|Environmental
GSM1105112|N/A|N/A|M|N/A|E-PZ-1-iPS-like-4|healthy|Prostate|E-PZ-1-iPS-like-4|in_vitro|ctrl|induction medium PSA|None|Environmental
GSM1105113|N/A|N/A|M|N/A|E-PZ-1-iPS-like-4|healthy|Prostate|E-PZ-1-iPS-like-4|in_vitro|ctrl|control medium PSA|None|Environmental
GSM1105114|N/A|N/A|M|N/A|E-PZ-1-iPS-like-4|healthy|Prostate|E-PZ-1-iPS-like-4|in_vitro|ctrl|induction medium PSA|None|Environmental
GSM1105115|N/A|N/A|M|N/A|E-PZ-1-iPS-like-4|healthy|Prostate|E-PZ-1-iPS-like-4|in_vitro|ctrl|control medium PSA|None|Environmental
GSM1105116|N/A|N/A|M|N/A|E-PZ-1-iPS-like-4|healthy|Prostate|E-PZ-1-iPS-like-4|in_vitro|ctrl|induction medium PSA|None|Environmental
