GSM1672154|N/A|N/A|M|N/A|N/A|Healthy|Whole Blood|T cell|in_vivo|ctrl|standard_FACS_ind1|N/A|N/A
GSM1672155|N/A|N/A|M|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|ctrl|standard_FACS_ind1|N/A|N/A
GSM1672156|N/A|N/A|M|N/A|N/A|Healthy|Whole Blood|nRBC|in_vivo|ctrl|standard_FACS_ind1|N/A|N/A
GSM1672157|N/A|N/A|M|N/A|N/A|Healthy|Whole Blood|T cell|in_vivo|ctrl|standard_FACS_ind2|N/A|N/A
GSM1672158|N/A|N/A|M|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|ctrl|standard_FACS_ind2|N/A|N/A
GSM1672159|N/A|N/A|M|N/A|N/A|Healthy|Whole Blood|nRBC|in_vivo|ctrl|standard_FACS_ind2|N/A|N/A
GSM1672160|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|T cell|in_vivo|ctrl|standard_FACS_ind3|N/A|N/A
GSM1672161|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|ctrl|standard_FACS_ind3|N/A|N/A
GSM1672162|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|nRBC|in_vivo|ctrl|standard_FACS_ind3|N/A|N/A
GSM1672163|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|T cell|in_vivo|ctrl|standard_FACS_ind4|N/A|N/A
GSM1672164|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|ctrl|standard_FACS_ind4|N/A|N/A
GSM1672165|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|nRBC|in_vivo|ctrl|standard_FACS_ind4|N/A|N/A
GSM1672166|N/A|N/A|M|N/A|N/A|Healthy|Whole Blood|T cell|in_vivo|ctrl|standard_FACS_ind5|N/A|N/A
GSM1672167|N/A|N/A|M|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|ctrl|standard_FACS_ind5|N/A|N/A
GSM1672168|N/A|N/A|M|N/A|N/A|Healthy|Whole Blood|nRBC|in_vivo|ctrl|standard_FACS_ind5|N/A|N/A
GSM1672169|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|B cell|in_vivo|ctrl|stringent_FACS_ind6|N/A|N/A
GSM1672170|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|CD4 T cell|in_vivo|ctrl|stringent_FACS_ind6|N/A|N/A
GSM1672171|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|CD8 T cell|in_vivo|ctrl|stringent_FACS_ind6|N/A|N/A
GSM1672172|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|Granulocyte|in_vivo|ctrl|stringent_FACS_ind6|N/A|N/A
GSM1672173|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|ctrl|stringent_FACS_ind6|N/A|N/A
GSM1672174|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|NK cell|in_vivo|ctrl|stringent_FACS_ind6|N/A|N/A
GSM1672175|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|RBC nRBC|in_vivo|ctrl|stringent_FACS_ind6|N/A|N/A
GSM1672176|N/A|N/A|M|N/A|N/A|Healthy|Whole Blood|B cell|in_vivo|ctrl|stringent_FACS_ind7|N/A|N/A
GSM1672177|N/A|N/A|M|N/A|N/A|Healthy|Whole Blood|CD4 T cell|in_vivo|ctrl|stringent_FACS_ind7|N/A|N/A
