GSM3906148|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|ctrl|UK_Born_Bangladeshi|N/A|Environmental
GSM3906149|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906150|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906151|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|ctrl|UK_Born_Bangladeshi|N/A|Environmental
GSM3906152|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906153|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906154|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906155|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|ctrl|UK_Born_Bangladeshi|N/A|Environmental
GSM3906156|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906157|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906158|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|ctrl|UK_Born_Bangladeshi|N/A|Environmental
GSM3906159|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|ctrl|UK_Born_Bangladeshi|N/A|Environmental
GSM3906160|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906161|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906162|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906163|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906164|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906165|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906166|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|ctrl|UK_Born_Bangladeshi|N/A|Environmental
GSM3906167|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|ctrl|UK_Born_Bangladeshi|N/A|Environmental
GSM3906168|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|ctrl|UK_Born_Bangladeshi|N/A|Environmental
GSM3906169|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|ctrl|UK_Born_Bangladeshi|N/A|Environmental
GSM3906170|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906171|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906172|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906173|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906174|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|ctrl|UK_Born_Bangladeshi|N/A|Environmental
GSM3906175|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|ctrl|UK_Born_Bangladeshi|N/A|Environmental
GSM3906176|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906177|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906178|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
GSM3906179|N/A|Asian|F|N/A|N/A|Healthy|Cells|N/A|in_vivo|case|Bangladesh_Born|N/A|Environmental
