GSM2175438|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|miR29a/b/c sponge for 3 days|Genetic
GSM2175439|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|Ctrl sponge for 3 days|Genetic
GSM2175440|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|Empty vector for 3 days|Genetic
GSM2175441|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|DNMT3A OE for 3 days|Genetic
GSM2175442|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|DNMT3B OE for 3 days|Genetic
GSM2175443|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|TET1 OE for 3 days|Genetic
GSM2175444|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|Tet2 OE for 3 days|Genetic
GSM2175445|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|Tet3 OE for 3 days|Genetic
GSM2175446|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|TDG OE for 3 days|Genetic
GSM2175447|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|OSKM poly OE for 3 days|Genetic
GSM2175448|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|OCT4 OE for 3 days|Genetic
GSM2175449|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|SOX2 OE for 3 days|Genetic
GSM2175450|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|KLF4 OE for 3 days|Genetic
GSM2175451|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|MYC OE for 3 days|Genetic
