GSM572116|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572117|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572118|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572119|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572120|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572121|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572122|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572123|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572124|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572125|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572126|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572127|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572128|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572129|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572130|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572131|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572132|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572133|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572134|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572135|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572136|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572137|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572138|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|unmethylated|N/A|None
GSM572139|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|methylated|N/A|None
GSM572140|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572141|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
GSM572142|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572143|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
GSM572144|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572145|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
GSM572146|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572147|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
GSM572148|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572149|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
GSM572150|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572151|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
GSM572152|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572153|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
GSM572154|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572155|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
GSM572156|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572157|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
GSM572158|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572159|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
GSM572160|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572161|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
GSM572162|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|unmethylated|N/A|None
GSM572163|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|case|methylated|N/A|None
