GSM3712031|N/A|N/A|F|N/A|N/A|healthy|Cells|natural killer cells|in_vivo|ctrl|T0|N/A|Lifestyle
GSM3712032|N/A|N/A|F|N/A|N/A|healthy|Cells|natural killer cells|in_vivo|case|T1|acute aerobic exercise|Lifestyle
GSM3712033|N/A|N/A|F|N/A|N/A|healthy|Cells|natural killer cells|in_vivo|ctrl|T0|N/A|Lifestyle
GSM3712034|N/A|N/A|F|N/A|N/A|healthy|Cells|natural killer cells|in_vivo|case|T1|acute aerobic exercise|Lifestyle
GSM3712035|N/A|N/A|F|N/A|N/A|healthy|Cells|natural killer cells|in_vivo|ctrl|T0|N/A|Lifestyle
GSM3712036|N/A|N/A|F|N/A|N/A|healthy|Cells|natural killer cells|in_vivo|case|T1|acute aerobic exercise|Lifestyle
GSM3712037|N/A|N/A|F|N/A|N/A|healthy|Cells|natural killer cells|in_vivo|ctrl|T0|N/A|Lifestyle
GSM3712038|N/A|N/A|F|N/A|N/A|healthy|Cells|natural killer cells|in_vivo|case|T1|acute aerobic exercise|Lifestyle
GSM3712039|N/A|N/A|F|N/A|N/A|healthy|Cells|natural killer cells|in_vivo|ctrl|T0|N/A|Lifestyle
GSM3712040|N/A|N/A|F|N/A|N/A|healthy|Cells|natural killer cells|in_vivo|case|T1|acute aerobic exercise|Lifestyle
