GSM1251961|SAMPLE_1|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|ctrl|UNDIFF_H1|N/A|N/A
GSM1251962|SAMPLE_2|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|case|UNDIFF_H1_NPC_i3|N/A|N/A
GSM1251963|SAMPLE_3|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|ctrl|UNDIFF_H1|N/A|N/A
GSM1251964|SAMPLE_4|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|case|UNDIFF_H1_NPC_i3|N/A|N/A
GSM1251965|SAMPLE_5|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|case|UNDIFF_H1_NPC_i1|N/A|N/A
GSM1251966|SAMPLE_6|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|ctrl|UNDIFF_H1_NPC|N/A|N/A
GSM1251967|SAMPLE_7|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|case|UNDIFF_H1_NPC_i1|N/A|N/A
GSM1251968|SAMPLE_8|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|ctrl|UNDIFF_BC1|N/A|N/A
GSM1251969|SAMPLE_9|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|case|UNDIFF_H1_NPC_i2|N/A|N/A
GSM1251970|SAMPLE_10|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|ctrl|UNDIFF_BC1|N/A|N/A
GSM1251971|SAMPLE_11|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|case|UNDIFF_H1_NPC_i2|N/A|N/A
GSM1251972|SAMPLE_12|N/A|M|N/A|N/A|Healthy|Cells|N/A|in_vitro|ctrl|UNDIFF_BC1|N/A|N/A
