GSM5027655|N/A|N/A|N/A|35|N/A|N/A|Skin|N/A|in_vitro|ctrl|Reprogramming|N/A|Genetic
GSM5027656|N/A|N/A|N/A|35|N/A|N/A|Skin|N/A|in_vitro|case|Failing_Reprogramming|N/A|Genetic
GSM5027657|N/A|N/A|N/A|35|N/A|N/A|Skin|N/A|in_vitro|ctrl|Reprogramming|N/A|Genetic
GSM5027658|N/A|N/A|N/A|35|N/A|N/A|Skin|N/A|in_vitro|case|Failing_Reprogramming|N/A|Genetic
GSM5027659|N/A|N/A|N/A|53|N/A|N/A|Skin|N/A|in_vitro|ctrl|Reprogramming|N/A|Genetic
GSM5027660|N/A|N/A|N/A|53|N/A|N/A|Skin|N/A|in_vitro|case|Failing_Reprogramming|N/A|Genetic
GSM5027661|N/A|N/A|N/A|53|N/A|N/A|Skin|N/A|in_vitro|ctrl|Reprogramming|N/A|Genetic
GSM5027662|N/A|N/A|N/A|53|N/A|N/A|Skin|N/A|in_vitro|case|Failing_Reprogramming|N/A|Genetic
GSM5027663|N/A|N/A|N/A|29|N/A|N/A|Skin|N/A|in_vitro|ctrl|Reprogramming|N/A|Genetic
GSM5027664|N/A|N/A|N/A|29|N/A|N/A|Skin|N/A|in_vitro|case|Failing_Reprogramming|N/A|Genetic
GSM5027665|N/A|N/A|N/A|29|N/A|N/A|Skin|N/A|in_vitro|ctrl|Reprogramming|N/A|Genetic
GSM5027666|N/A|N/A|N/A|29|N/A|N/A|Skin|N/A|in_vitro|case|Failing_Reprogramming|N/A|Genetic
GSM5027667|N/A|N/A|N/A|29|N/A|N/A|Skin|N/A|in_vitro|ctrl|Reprogramming|N/A|Genetic
GSM5027668|N/A|N/A|N/A|29|N/A|N/A|Skin|N/A|in_vitro|case|Failing_Reprogramming|N/A|Genetic
GSM5027669|N/A|N/A|N/A|35|N/A|N/A|Skin|N/A|in_vitro|ctrl|Reprogramming|N/A|Genetic
GSM5027670|N/A|N/A|N/A|35|N/A|N/A|Skin|N/A|in_vitro|case|Failing_Reprogramming|N/A|Genetic
GSM5027671|N/A|N/A|N/A|53|N/A|N/A|Skin|N/A|in_vitro|ctrl|Reprogramming|N/A|Genetic
GSM5027672|N/A|N/A|N/A|53|N/A|N/A|Skin|N/A|in_vitro|case|Failing_Reprogramming|N/A|Genetic
GSM5027673|N/A|N/A|N/A|53|N/A|N/A|Skin|N/A|in_vitro|ctrl|Reprogramming|N/A|Genetic
GSM5027674|N/A|N/A|N/A|53|N/A|N/A|Skin|N/A|in_vitro|case|Failing_Reprogramming|N/A|Genetic
GSM5027675|N/A|N/A|N/A|53|N/A|N/A|Skin|N/A|in_vitro|ctrl|Reprogramming|N/A|Genetic
GSM5027676|N/A|N/A|N/A|53|N/A|N/A|Skin|N/A|in_vitro|case|Failing_Reprogramming|N/A|Genetic
