GSM1423637|A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423638|A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423639|B|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423640|B|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423641|E|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423642|E|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423643|F|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423644|F|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423645|G|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423646|G|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423647|H|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423648|H|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423649|J|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423650|J|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423651|K|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423652|K|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423653|L|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423654|L|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423655|N|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423656|N|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423657|O|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423658|O|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423659|P|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423660|P|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423661|Q|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423662|Q|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423663|R|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423664|R|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423665|S|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423666|S|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423667|T|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423668|T|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423669|U|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423670|U|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423671|V|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423672|V|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423673|W|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423674|W|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423675|X|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
GSM1423676|X|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|ctrl|N/A|N/A|Disease
GSM1423677|Y|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vivo|case|N/A|N/A|Disease
