GSM3374963|N/A|N/A|N/A|N/A|N/A|Aneurysmal Bone Cyst|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374964|N/A|N/A|N/A|N/A|N/A|Aneurysmal Bone Cyst|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374965|N/A|N/A|N/A|N/A|N/A|Aneurysmal Bone Cyst|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374966|N/A|N/A|N/A|N/A|N/A|Aneurysmal Bone Cyst|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374967|N/A|N/A|N/A|N/A|N/A|Aneurysmal Bone Cyst|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374968|N/A|N/A|N/A|N/A|N/A|Aneurysmal Bone Cyst|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374969|N/A|N/A|N/A|N/A|N/A|Aneurysmal Bone Cyst|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374970|N/A|N/A|N/A|N/A|N/A|Aneurysmal Bone Cyst|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374971|N/A|N/A|N/A|N/A|N/A|Aneurysmal Bone Cyst|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374972|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374973|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374974|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374975|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374976|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374977|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374978|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374979|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374980|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374981|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374982|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374983|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374984|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
GSM3374985|N/A|N/A|N/A|N/A|N/A|Chondroblastoma|N/A|N/A|N/A|N/A|N/A|N/A|Disease
