GSM3355138|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|ctrl|Mock|N/A|Disease
GSM3355139|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|UHRF1 Depleted|N/A|Genetic
GSM3355140|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|WT UHRF1 Complemented|N/A|Genetic
GSM3355141|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|TTD Y188A Mutant|N/A|Genetic
GSM3355142|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|PHD DAEA Mutant|N/A|Genetic
GSM3355143|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|SRA G448D Mutant|N/A|Genetic
GSM3355144|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|SRA YATA Mutant|N/A|Genetic
GSM3355145|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|SRA R491A Mutant|N/A|Genetic
GSM3355146|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|RING H741A Mutant|N/A|Genetic
GSM3355147|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|TTD PHD H3 Mutant|N/A|Genetic
GSM3355148|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|H3-Hemi DNA Mutant|N/A|Genetic
GSM3355149|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|RKO|in_vitro|ctrl|Mock|N/A|Disease
GSM3355150|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|RKO|in_vitro|case|UHRF1 Depleted|N/A|Genetic
GSM3355151|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|RKO|in_vitro|case|WT UHRF1 Complemented|N/A|Genetic
GSM3355152|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|RKO|in_vitro|case|TTD Y188A Mutant|N/A|Genetic
GSM3355153|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|RKO|in_vitro|case|PHD DAEA Mutant|N/A|Genetic
GSM3355154|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|RKO|in_vitro|case|SRA G448D Mutant|N/A|Genetic
GSM3355155|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|RKO|in_vitro|case|SRA YATA Mutant|N/A|Genetic
GSM3355156|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|RKO|in_vitro|case|SRA R491A Mutant|N/A|Genetic
GSM3355157|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|RKO|in_vitro|case|RING H741A Mutant|N/A|Genetic
GSM3355158|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|RKO|in_vitro|case|TTD PHD H3 Mutant|N/A|Genetic
GSM3355159|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|RKO|in_vitro|case|H3-Hemi DNA Mutant|N/A|Genetic
GSM3355160|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|ctrl|Mock|N/A|Disease
GSM3355161|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|UHRF1 Depleted|N/A|Genetic
GSM3355162|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|WT UHRF1 Complemented|N/A|Genetic
GSM3355163|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|TTD Y188A Mutant|N/A|Genetic
GSM3355164|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|PHD DAEA Mutant|N/A|Genetic
GSM3355165|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|SRA G448D Mutant|N/A|Genetic
GSM3355166|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|SRA R491A Mutant|N/A|Genetic
GSM3355167|N/A|N/A|N/A|N/A|N/A|Colorectal Cancer|Colon|HCT116|in_vitro|case|RING H741A Mutant|N/A|Genetic
