GSM3376390|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|2.5 mM fructose|Small Molecule
GSM3376391|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|2.5 mM fructose|Small Molecule
GSM3376392|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|10 mM fructose|Small Molecule
GSM3376393|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM Glucose|Small Molecule
GSM3376394|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|10 mM fructose|Small Molecule
GSM3376395|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|10 mM fructose|Small Molecule
GSM3376396|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376397|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376398|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376399|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|2.5 mM fructose|Small Molecule
GSM3376400|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376401|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376402|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM fructose|Small Molecule
GSM3376403|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM fructose|Small Molecule
GSM3376404|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM fructose|Small Molecule
GSM3376405|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM fructose|Small Molecule
GSM3376406|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM Glucose|Small Molecule
GSM3376407|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376408|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376409|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376410|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376411|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376412|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376413|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|10 mM fructose|Small Molecule
GSM3376414|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|10 mM fructose|Small Molecule
GSM3376415|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM fructose|Small Molecule
GSM3376416|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|10 mM fructose|Small Molecule
GSM3376417|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376418|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376419|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376420|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376421|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376422|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
GSM3376423|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|2.5 mM fructose|Small Molecule
GSM3376424|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM fructose|Small Molecule
GSM3376425|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM Glucose|Small Molecule
GSM3376426|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM Glucose|Small Molecule
GSM3376427|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM Glucose|Small Molecule
GSM3376428|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|5 mM Glucose|Small Molecule
GSM3376429|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SGBS|in_vitro|N/A|N/A|0 mM fructose|None
