GSM937830|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC47|in_vitro|N/A|N/A|N/A|Genetic
GSM937831|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC47|in_vitro|N/A|N/A|N/A|Genetic
GSM937832|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC90|in_vitro|N/A|N/A|N/A|Genetic
GSM937833|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC90|in_vitro|N/A|N/A|N/A|Genetic
GSM937834|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|93VU-147T|in_vitro|N/A|N/A|N/A|Genetic
GSM937835|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|93VU-147T|in_vitro|N/A|N/A|N/A|Genetic
GSM937836|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937837|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937838|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC036|in_vitro|N/A|N/A|N/A|Genetic
GSM937839|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC036|in_vitro|N/A|N/A|N/A|Genetic
GSM937840|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|PCI-30|in_vitro|N/A|N/A|N/A|Genetic
GSM937841|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|PCI-30|in_vitro|N/A|N/A|N/A|Genetic
GSM937842|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937843|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937844|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937845|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937846|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937847|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937848|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937849|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937850|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937851|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937852|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
GSM937853|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Cells|UPCI SCC003|in_vitro|N/A|N/A|N/A|Genetic
