GSM4392029|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392030|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392031|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392032|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392033|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392034|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392035|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392036|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392037|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392038|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392039|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392040|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392041|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392042|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392043|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392044|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392045|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392046|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392047|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392048|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392049|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392050|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392051|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392052|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392053|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392054|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392055|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392056|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392057|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392058|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392103|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392104|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392105|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392106|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392107|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392108|N/A|N/A|N/A|N/A|Cells|Healthy|Cells|THP-1|in_vitro|ctrl|N/A|Control|None
GSM4392109|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392110|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
GSM4392111|N/A|N/A|N/A|N/A|Cells|Pulmonary Fibrosis|Cells|THP-1|in_vitro|ctrl|N/A|rCNT|Environmental
