GSM659016|N/A|N/A|N/A|N/A|N/A|Esophageal Squamous Cell Carcinoma|Esophagus|N/A|N/A|N/A|N/A|N/A|Disease
GSM659017|N/A|N/A|N/A|N/A|N/A|healthy|Esophagus|N/A|N/A|ctrl|N/A|N/A|None
GSM659018|N/A|N/A|N/A|N/A|N/A|healthy|Esophagus|N/A|N/A|ctrl|N/A|N/A|None
GSM659019|N/A|N/A|N/A|N/A|N/A|healthy|Esophagus|N/A|N/A|ctrl|N/A|N/A|None
GSM659020|N/A|N/A|N/A|N/A|N/A|healthy|Esophagus|N/A|N/A|ctrl|N/A|N/A|None
GSM659021|N/A|N/A|N/A|N/A|N/A|N/A|Esophagus|N/A|N/A|N/A|N/A|N/A|None
GSM659022|N/A|N/A|N/A|N/A|N/A|Esophageal Squamous Cell Carcinoma|Esophagus|N/A|N/A|N/A|N/A|N/A|Disease
GSM659023|N/A|N/A|N/A|N/A|N/A|N/A|Esophagus|N/A|N/A|N/A|N/A|N/A|None
GSM659024|N/A|N/A|N/A|N/A|N/A|Esophageal Squamous Cell Carcinoma|Esophagus|N/A|N/A|N/A|N/A|N/A|Disease
GSM659025|N/A|N/A|N/A|N/A|N/A|N/A|Esophagus|N/A|N/A|N/A|N/A|N/A|None
GSM659026|N/A|N/A|N/A|N/A|N/A|Esophageal Squamous Cell Carcinoma|Esophagus|N/A|N/A|N/A|N/A|N/A|Disease
GSM659027|N/A|N/A|N/A|N/A|N/A|N/A|Esophagus|N/A|N/A|N/A|N/A|N/A|None
GSM659028|N/A|N/A|N/A|N/A|N/A|Esophageal Squamous Cell Carcinoma|Esophagus|N/A|N/A|N/A|N/A|N/A|Disease
GSM659029|N/A|N/A|N/A|N/A|N/A|N/A|Esophagus|N/A|N/A|N/A|N/A|N/A|None
GSM659030|N/A|N/A|N/A|N/A|N/A|Esophageal Squamous Cell Carcinoma|Esophagus|N/A|N/A|N/A|N/A|N/A|Disease
GSM659031|N/A|N/A|N/A|N/A|N/A|N/A|Esophagus|N/A|N/A|N/A|N/A|N/A|None
GSM659032|N/A|N/A|N/A|N/A|N/A|Esophageal Squamous Cell Carcinoma|Esophagus|N/A|N/A|N/A|N/A|N/A|Disease
GSM659033|N/A|N/A|N/A|N/A|N/A|N/A|Esophagus|N/A|N/A|N/A|N/A|N/A|None
GSM659034|N/A|N/A|N/A|N/A|N/A|Esophageal Squamous Cell Carcinoma|Esophagus|N/A|N/A|N/A|N/A|N/A|Disease
GSM659039|N/A|N/A|N/A|N/A|N/A|N/A|Esophagus|N/A|N/A|N/A|N/A|N/A|None
GSM659040|N/A|N/A|N/A|N/A|N/A|N/A|Esophagus|N/A|N/A|N/A|N/A|N/A|None
GSM659041|N/A|N/A|N/A|N/A|N/A|Esophageal Squamous Cell Carcinoma|Esophagus|N/A|N/A|N/A|N/A|N/A|Disease
GSM659042|N/A|N/A|N/A|N/A|N/A|N/A|Esophagus|N/A|N/A|N/A|N/A|N/A|None
GSM659043|N/A|N/A|N/A|N/A|N/A|Esophageal Squamous Cell Carcinoma|Esophagus|N/A|N/A|N/A|N/A|N/A|Disease
