GSM991246|N/A|N/A|M|N/A|46,XY|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991247|N/A|N/A|M|N/A|46,XY|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991248|N/A|N/A|M|N/A|46,XY|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991249|N/A|N/A|M|N/A|47,XY,+8|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991250|N/A|N/A|M|N/A|47,XY,+8|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991251|N/A|N/A|M|N/A|47,XY,+8|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991252|N/A|N/A|F|N/A|46,XX|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991253|N/A|N/A|M|N/A|46,XY|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991254|N/A|N/A|M|N/A|46,XY|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991255|N/A|N/A|M|N/A|47,XY,+8|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991256|N/A|N/A|M|N/A|47,XY,+8|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991257|N/A|N/A|M|N/A|47,XY,+8|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991258|N/A|N/A|M|N/A|46,XY|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991259|N/A|N/A|M|N/A|46,XY|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991260|N/A|N/A|F|N/A|46,XX|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM991261|N/A|N/A|M|N/A|46,XY|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
