GSM3396377|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396378|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396379|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396380|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396381|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396382|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396383|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396384|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396385|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396386|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396387|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396388|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396389|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396390|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396391|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|case|Yucheng cohort|N/A|Environmental
GSM3396392|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|ctrl|Yucheng' neighborhood referents|N/A|Environmental
GSM3396393|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|ctrl|Yucheng' neighborhood referents|N/A|Environmental
GSM3396394|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|ctrl|Yucheng' neighborhood referents|N/A|Environmental
GSM3396395|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|ctrl|Yucheng' neighborhood referents|N/A|Environmental
GSM3396396|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|ctrl|Yucheng' neighborhood referents|N/A|Environmental
GSM3396397|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|ctrl|Yucheng' neighborhood referents|N/A|Environmental
GSM3396398|N/A|Asian|M|N/A|N/A|Healthy|Whole Blood|peripheral blood mononuclear cells|in_vivo|ctrl|Yucheng' neighborhood referents|N/A|Environmental
