GSM494384|N/A|N/A|N/A|N/A|N/A|N/A|Adipose|N/A|in_vitro|ctrl|ASCu|none|None
GSM494385|N/A|N/A|N/A|N/A|N/A|N/A|Adipose|N/A|in_vitro|ctrl|ASCu|none|None
GSM494386|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|ctrl|BMMSCu|none|None
GSM494387|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|ctrl|BMMSCu|none|None
GSM494388|N/A|N/A|N/A|N/A|N/A|N/A|Muscle|N/A|in_vitro|ctrl|MPCu|none|None
GSM494389|N/A|N/A|N/A|N/A|N/A|N/A|Muscle|N/A|in_vitro|ctrl|MPCu|none|None
GSM494390|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|ctrl|HSCu|none|None
GSM494391|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|ctrl|HSCu|none|None
GSM494392|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|case|ASCad|none|None
GSM494393|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|case|ASCad|none|None
GSM494394|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|case|MPCmd|none|None
GSM494395|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|case|MPCmd|none|None
