GSM1424797|A|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1424798|A|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424799|A|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424800|A|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424801|A|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424802|A|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|Illumina Restore|N/A
GSM1424803|A|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|Illumina Restore|N/A
GSM1424804|A|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|Illumina Restore|N/A
GSM1424805|B|N/A|F|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1424806|B|N/A|F|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424807|B|N/A|F|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424808|B|N/A|F|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424809|B|N/A|F|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424810|B|N/A|F|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|Illumina Restore|N/A
GSM1424811|B|N/A|F|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|Illumina Restore|N/A
GSM1424812|B|N/A|F|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|Illumina Restore|N/A
GSM1424813|C|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1424814|C|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424815|C|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424816|C|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424817|C|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|REPLI-g Ligase|N/A
GSM1424818|C|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|Illumina Restore|N/A
GSM1424819|C|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|Illumina Restore|N/A
GSM1424820|C|N/A|M|N/A|N/A|Colon Adenocarcinoma|Colon|N/A|in_vivo|N/A|N/A|Illumina Restore|N/A
