GSM1286188|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|case|chronic_aggressivity_trajectory|N/A|Disease
GSM1286189|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|case|chronic_aggressivity_trajectory|N/A|Disease
GSM1286190|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286191|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286192|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286193|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286194|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286195|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286196|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|case|chronic_aggressivity_trajectory|N/A|Disease
GSM1286197|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|case|chronic_aggressivity_trajectory|N/A|Disease
GSM1286198|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|case|chronic_aggressivity_trajectory|N/A|Disease
GSM1286199|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|case|chronic_aggressivity_trajectory|N/A|Disease
GSM1286200|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286201|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286202|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286203|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286204|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286205|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286206|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|case|chronic_aggressivity_trajectory|N/A|Disease
GSM1286207|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|case|chronic_aggressivity_trajectory|N/A|Disease
GSM1286208|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286209|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286210|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286211|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286212|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286213|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286214|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286215|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286216|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|case|chronic_aggressivity_trajectory|N/A|Disease
GSM1286217|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|case|chronic_aggressivity_trajectory|N/A|Disease
GSM1286218|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286219|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286220|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286221|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
GSM1286222|N/A|N/A|F|N/A|N/A|N/A|Cells|T cell (CD3 positive)|in_vitro|ctrl|control_aggressivity_trajectory|N/A|Disease
