GSM1668822|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|EV_Day0|PBS|None
GSM1668823|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B1_Day0|PBS|None
GSM1668824|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B1M_Day0|PBS|None
GSM1668825|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B3_Day0|PBS|None
GSM1668826|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B4_Day0|PBS|None
GSM1668827|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3L_Day0|PBS|None
GSM1668828|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|EV_Day5|5-Aza-CdR|Small Molecule
GSM1668829|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B1_Day5|5-Aza-CdR|Small Molecule
GSM1668830|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B1M_Day5|5-Aza-CdR|Small Molecule
GSM1668831|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B3_Day5|5-Aza-CdR|Small Molecule
GSM1668832|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B4_Day5|5-Aza-CdR|Small Molecule
GSM1668833|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3L_Day5|5-Aza-CdR|Small Molecule
GSM1668834|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|EV_Day10|5-Aza-CdR|Small Molecule
GSM1668835|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B1_Day10|5-Aza-CdR|Small Molecule
GSM1668836|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B1M_Day10|5-Aza-CdR|Small Molecule
GSM1668837|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B3_Day10|5-Aza-CdR|Small Molecule
GSM1668838|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B4_Day10|5-Aza-CdR|Small Molecule
GSM1668839|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3L_Day10|5-Aza-CdR|Small Molecule
GSM1668840|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|EV_Day42|5-Aza-CdR|Small Molecule
GSM1668841|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B1_Day42|5-Aza-CdR|Small Molecule
GSM1668842|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B1M_Day42|5-Aza-CdR|Small Molecule
GSM1668843|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B3_Day42|5-Aza-CdR|Small Molecule
GSM1668844|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3B4_Day42|5-Aza-CdR|Small Molecule
GSM1668845|N/A|N/A|N/A|N/A|N/A|N/A|Cells|3BKO|in_vitro|ctrl|DNMT3L_Day42|5-Aza-CdR|Small Molecule
