GSM435111|donor275|N/A|N/A|50|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435112|donor275|N/A|N/A|50|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435113|donor277|N/A|N/A|21|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435116|donor279|N/A|N/A|25|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435117|donor300|N/A|N/A|24|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435118|donor277|N/A|N/A|21|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435119|donor279|N/A|N/A|25|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435120|donor300|N/A|N/A|24|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435127|donor1|N/A|N/A|79|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435128|donor1|N/A|N/A|79|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435129|donor6|N/A|N/A|85|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435130|donor6|N/A|N/A|85|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435131|donor7|N/A|N/A|53|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435132|donor7|N/A|N/A|53|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435133|donor8|N/A|N/A|85|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM435134|donor8|N/A|N/A|85|N/A|healthy|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
