GSM1027664|N/A|N/A|N/A|N/A|N/A|N/A|Adipose|Mesenchymal stem and progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1027665|N/A|N/A|N/A|N/A|N/A|N/A|Adipose|Mesenchymal stem and progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1027666|N/A|N/A|N/A|N/A|N/A|N/A|Adipose|Mesenchymal stem and progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1027667|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal stem and progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1027668|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal stem and progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1027669|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal stem and progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1027670|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal stem and progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1027671|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal stem and progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1027672|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal stem and progenitor cells|in_vitro|N/A|N/A|N/A|N/A
GSM1027673|N/A|N/A|N/A|N/A|N/A|N/A|Skin|Adult skin fibroblasts|in_vitro|N/A|N/A|N/A|N/A
GSM1027674|N/A|N/A|N/A|N/A|N/A|N/A|Skin|Adult skin fibroblasts|in_vitro|N/A|N/A|N/A|N/A
GSM1027675|N/A|N/A|N/A|N/A|N/A|N/A|Skin|Adult skin fibroblasts|in_vitro|N/A|N/A|N/A|N/A
