GSM5114546|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|A|N/A|N/A
GSM5114547|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
GSM5114548|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
GSM5114549|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
GSM5114550|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|A|N/A|N/A
GSM5114551|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|A|N/A|N/A
GSM5114552|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|A|N/A|N/A
GSM5114553|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
GSM5114554|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|C|N/A|N/A
GSM5114555|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
GSM5114556|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
GSM5114557|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|A|N/A|N/A
GSM5114558|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
GSM5114559|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
GSM5114560|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|C|N/A|N/A
GSM5114561|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
GSM5114562|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|C|N/A|N/A
GSM5114563|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
GSM5114564|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|C|N/A|N/A
GSM5114565|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
GSM5114566|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|C|N/A|N/A
GSM5114567|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|B|N/A|N/A
