GSM840660|N/A|White|F|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840661|N/A|White|M|29|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840662|N/A|Other|M|42|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840663|N/A|White|M|36|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840664|N/A|White|M|25|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840665|N/A|Hispanic and Latino|M|28|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840666|N/A|White|M|40|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840667|N/A|Hispanic and Latino|M|55|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840668|N/A|White|F|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840669|N/A|Hispanic and Latino|M|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840670|N/A|White|M|44|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840671|N/A|Hispanic and Latino|F|25|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840672|N/A|White|F|30|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840673|N/A|White|M|32|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840674|N/A|White|F|46|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840675|N/A|Hispanic and Latino|M|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840676|N/A|White|F|25|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840677|N/A|Hispanic and Latino|M|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840678|N/A|White|F|26|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840679|N/A|White|M|31|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840680|N/A|Hispanic and Latino|F|27|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840681|N/A|Hispanic and Latino|M|38|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840682|N/A|Hispanic and Latino|M|53|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840683|N/A|White|M|27|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840684|N/A|N/A|M|36|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840685|N/A|White|M|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840686|N/A|Hispanic and Latino|M|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840687|N/A|Hispanic and Latino|F|38|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840688|N/A|Hispanic and Latino|M|38|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840689|N/A|Other|F|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840690|N/A|Hispanic and Latino|M|45|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840691|N/A|Hispanic and Latino|F|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840692|N/A|White|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840693|N/A|Other|F|30|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840694|N/A|Other|M|28|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840695|N/A|American Indian or Alaska Native|F|31|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840696|N/A|Hispanic and Latino|M|29|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840697|N/A|White|F|46|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840698|N/A|Other|F|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840699|N/A|American Indian or Alaska Native|M|30|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
