GSM1489121|N/A|N/A|N/A|N/A|H3K27me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489122|N/A|N/A|N/A|N/A|H3K27me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489123|N/A|N/A|N/A|N/A|H3K27me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489124|N/A|N/A|N/A|N/A|H3K27me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489125|N/A|N/A|N/A|N/A|H3K27me3|Healthy|Brain|fNSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489126|N/A|N/A|N/A|N/A|H3K4me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489127|N/A|N/A|N/A|N/A|H3K4me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489128|N/A|N/A|N/A|N/A|H3K4me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489129|N/A|N/A|N/A|N/A|H3K4me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489130|N/A|N/A|N/A|N/A|H3K4me3|Healthy|Brain|fNSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489131|N/A|N/A|N/A|N/A|H3K9me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489132|N/A|N/A|N/A|N/A|H3K9me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489133|N/A|N/A|N/A|N/A|H3K9me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489134|N/A|N/A|N/A|N/A|H3K9me3|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489135|N/A|N/A|N/A|N/A|H3K9me3|Healthy|Brain|fNSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489136|N/A|N/A|N/A|N/A|Methylated DNA|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489137|N/A|N/A|N/A|N/A|Methylated DNA|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489138|N/A|N/A|N/A|N/A|Methylated DNA|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489139|N/A|N/A|N/A|N/A|Methylated DNA|Healthy|Brain|BTSC|in_vitro|ctrl|N/A|N/A|Disease
GSM1489140|N/A|N/A|N/A|N/A|Methylated DNA|Healthy|Brain|fNSC|in_vitro|ctrl|N/A|N/A|Disease
