GSM984859|N/A|N/A|F|N/A|N/A|pancreatic adenocarcinoma|Pancreas|AsPC-1|in_vitro|ctrl|N/A|N/A|Disease
GSM984860|N/A|N/A|F|N/A|N/A|pancreatic adenocarcinoma|Pancreas|BxPC-3|in_vitro|ctrl|N/A|N/A|Disease
GSM984861|N/A|N/A|M|N/A|N/A|pancreatic adenocarcinoma|Pancreas|Capan-1|in_vitro|ctrl|N/A|N/A|Disease
GSM984862|N/A|N/A|M|N/A|N/A|pancreatic adenocarcinoma|Pancreas|Capan-2|in_vitro|ctrl|N/A|N/A|Disease
GSM984863|N/A|N/A|M|N/A|N/A|pancreatic ductal adenocarcinoma|Pancreas|CFPAC-1|in_vitro|ctrl|N/A|N/A|Disease
GSM984864|N/A|N/A|F|N/A|N/A|pancreatic ductal adenocarcinoma|Pancreas|HPAC|in_vitro|ctrl|N/A|N/A|Disease
GSM984865|N/A|N/A|M|N/A|N/A|pancreatic adenocarcinoma|Pancreas|HPAF-II|in_vitro|ctrl|N/A|N/A|Disease
GSM984866|N/A|N/A|M|N/A|N/A|pancreatic adenocarcinoma|Pancreas|Hs766T|in_vitro|ctrl|N/A|N/A|Disease
GSM984867|N/A|N/A|M|N/A|N/A|pancreatic adenocarcinoma|Pancreas|MIAPaCa-2|in_vitro|ctrl|N/A|N/A|Disease
GSM984868|N/A|N/A|F|N/A|N/A|pancreatic adenocarcinoma|Pancreas|Panc02.03|in_vitro|ctrl|N/A|N/A|Disease
GSM984869|N/A|N/A|F|N/A|N/A|pancreatic adenocarcinoma|Pancreas|Panc02.13|in_vitro|ctrl|N/A|N/A|Disease
GSM984870|N/A|N/A|F|N/A|N/A|pancreatic adenocarcinoma|Pancreas|Panc03.27|in_vitro|ctrl|N/A|N/A|Disease
GSM984871|N/A|N/A|M|N/A|N/A|pancreatic adenocarcinoma|Pancreas|Panc04.03|in_vitro|ctrl|N/A|N/A|Disease
GSM984872|N/A|N/A|F|N/A|N/A|pancreatic adenocarcinoma|Pancreas|Panc05.04|in_vitro|ctrl|N/A|N/A|Disease
GSM984873|N/A|N/A|M|N/A|N/A|pancreatic adenocarcinoma|Pancreas|Panc08.13|in_vitro|ctrl|N/A|N/A|Disease
GSM984874|N/A|N/A|M|N/A|N/A|pancreatic ductal epithelioid carcinoma|Pancreas|PANC-1|in_vitro|ctrl|N/A|N/A|Disease
GSM984875|N/A|N/A|M|N/A|N/A|pancreatic ductal adenocarcinoma|Pancreas|Panc10.05|in_vitro|ctrl|N/A|N/A|Disease
GSM984876|N/A|N/A|M|N/A|N/A|pancreatic ductal adenocarcinoma|Pancreas|PL45|in_vitro|ctrl|N/A|N/A|Disease
GSM984877|N/A|N/A|F|N/A|N/A|pancreatic ductal adenocarcinoma|Pancreas|SU8686|in_vitro|ctrl|N/A|N/A|Disease
GSM984878|N/A|N/A|M|N/A|N/A|pancreatic adenocarcinoma|Pancreas|SW1990|in_vitro|ctrl|N/A|N/A|Disease
GSM984879|N/A|N/A|M|N/A|N/A|healthy|Pancreas|HPDE|in_vitro|ctrl|N/A|N/A|None
