GSM5826918|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826919|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826920|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826921|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826922|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826923|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826924|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826925|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826926|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826927|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826928|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826929|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826930|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826931|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826932|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826933|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826934|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826935|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826936|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826937|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826938|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826939|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826940|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826941|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826942|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826943|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826944|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826945|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826946|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
GSM5826947|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|N/A|N/A|N/A|N/A|N/A
