GSM3385027|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385028|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385029|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385030|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385031|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385032|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385033|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385034|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385035|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385036|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385037|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385038|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385039|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385040|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385041|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385042|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385043|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385044|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385045|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385046|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385047|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385048|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385049|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385050|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385051|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385052|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385053|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385054|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385055|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385056|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385057|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|vehs|N/A
GSM3385058|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|vehs|N/A
GSM3385059|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|vehs|N/A
GSM3385060|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dexs|N/A
GSM3385061|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dexs|N/A
GSM3385062|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dexs|N/A
GSM3385063|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dexs|N/A
GSM3385064|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dexs|N/A
GSM3385065|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dexs|N/A
GSM3385066|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385067|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385068|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385069|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385070|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385071|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385072|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385073|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385074|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385075|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385076|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385077|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385078|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|vehs|N/A
GSM3385079|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385080|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|vehs|N/A
GSM3385081|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385082|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385083|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
GSM3385084|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|vehs|N/A
GSM3385085|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|veh|N/A
GSM3385086|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HPC03A/07|in_vitro|N/A|N/A|dex|N/A
