GSM1015054|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015055|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015056|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015057|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015058|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015059|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015060|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015061|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015062|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015063|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015064|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015065|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015066|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015067|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015068|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015069|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015070|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015071|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015072|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015073|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015074|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015075|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015076|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015077|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015078|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015079|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015080|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015081|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015082|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015083|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015084|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015085|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015086|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015087|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015088|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015089|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015090|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015091|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015092|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015093|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015094|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015095|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015096|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015097|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015098|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015099|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015100|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015101|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|1% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015102|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015103|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 10 nm vitamin D|Environmental
GSM1015104|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|8% oxygen conditions, 100 nm vitamin D|Environmental
GSM1015105|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 0 nm vitamin D|Environmental
GSM1015106|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|20% oxygen conditions, 10 nm vitamin D|Environmental
