GSM956570|1|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM956571|1|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM956572|1|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM956573|1|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM956574|2|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM956575|2|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM956576|2|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM956577|2|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM956578|3|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM956579|3|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM956580|3|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM956581|3|N/A|N/A|N/A|N/A|healthy|Skin|N/A|in_vivo|N/A|N/A|N/A|N/A
