GSM1705084|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|ESC line WA09 (H9)|in_vitro|ctrl|Control Group|None|Environmental
GSM1705085|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|ESC line WA09 (H9)|in_vitro|ctrl|Control Group|None|Environmental
GSM1705086|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|ESC line WA09 (H9)|in_vitro|ctrl|Control Group|None|Environmental
GSM1705087|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|ESC line WA09 (H9)|in_vitro|ctrl|Control Group|None|Environmental
GSM1705088|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|ESC line WA09 (H9)|in_vitro|case|Exposed Group|Lead|Environmental
GSM1705089|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|ESC line WA09 (H9)|in_vitro|case|Exposed Group|Lead|Environmental
GSM1705090|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|ESC line WA09 (H9)|in_vitro|case|Exposed Group|Lead|Environmental
GSM1705091|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|ESC line WA09 (H9)|in_vitro|case|Exposed Group|Lead|Environmental
GSM1705092|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|ESC line WA09 (H9)|in_vitro|case|Exposed Group|Lead|Environmental
GSM1705093|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|ESC line WA09 (H9)|in_vitro|case|Exposed Group|Lead|Environmental
GSM1705094|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|ESC line WA09 (H9)|in_vitro|case|Exposed Group|Lead|Environmental
