GSM937714|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937715|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937716|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937717|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937718|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937719|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937720|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937721|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937722|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937723|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937724|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937725|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937726|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937727|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937728|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937729|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937730|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937731|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937732|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937733|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937734|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937735|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937736|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937737|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937738|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937739|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937740|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937741|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937742|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937743|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937744|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937745|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937746|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937747|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937748|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937749|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937750|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937751|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937752|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937753|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937754|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937755|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937820|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937821|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937822|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937823|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM937824|N/A|N/A|N/A|N/A|N/A|Head and Neck Squamous Cell Carcinoma|Other|N/A|in_vivo|N/A|N/A|N/A|Disease
