GSM3731792|N/A|N/A|N/A|N/A|DNMT3A R882H|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731793|N/A|N/A|N/A|N/A|DNMT3A R882H|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731794|N/A|N/A|N/A|N/A|DNMT3A R882H|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731795|N/A|N/A|N/A|N/A|DNMT3A R882H|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731796|N/A|N/A|N/A|N/A|DNMT3A R882H|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731797|N/A|N/A|N/A|N/A|DNMT3A R882C|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731798|N/A|N/A|N/A|N/A|DNMT3A R882C|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731799|N/A|N/A|N/A|N/A|DNMT3A R882S|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731800|N/A|N/A|N/A|N/A|DNMT3A R882S|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731801|N/A|N/A|N/A|N/A|DNMT3A R882H NTD deletion|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731802|N/A|N/A|N/A|N/A|DNMT3A R882H NTD deletion|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731803|N/A|N/A|N/A|N/A|DNMT3A R882H NTD deletion|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731804|N/A|N/A|N/A|N/A|DNMT3A R882H PWWP deletion|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731805|N/A|N/A|N/A|N/A|DNMT3A R882H PWWP deletion|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731806|N/A|N/A|N/A|N/A|DNMT3A R882H PWWP deletion|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731807|N/A|N/A|N/A|N/A|DNMT3A R882H D333A|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731808|N/A|N/A|N/A|N/A|DNMT3A R882H D333A|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731809|N/A|N/A|N/A|N/A|DNMT3A R882H D333A|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731810|N/A|N/A|N/A|N/A|DNMT3A R882H D529A D531A|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731811|N/A|N/A|N/A|N/A|DNMT3A R882H D529A D531A|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731812|N/A|N/A|N/A|N/A|DNMT3A R882H D529A D531A|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731813|N/A|N/A|N/A|N/A|DNMT3A R882H Y735A|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731814|N/A|N/A|N/A|N/A|DNMT3A R882H Y735A|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731815|N/A|N/A|N/A|N/A|None|Leukemia|Cells|TF-1|in_vitro|ctrl|N/A|N/A|None
GSM3731816|N/A|N/A|N/A|N/A|None|Leukemia|Cells|TF-1|in_vitro|ctrl|N/A|N/A|None
GSM3731817|N/A|N/A|N/A|N/A|DNMT3A R882H GFP low|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731818|N/A|N/A|N/A|N/A|DNMT3A R882H GFP low|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731819|N/A|N/A|N/A|N/A|DNMT3A R882H GFP medium|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731820|N/A|N/A|N/A|N/A|DNMT3A R882H GFP medium|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731821|N/A|N/A|N/A|N/A|DNMT3A R882H GFP high|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731822|N/A|N/A|N/A|N/A|DNMT3A R882H GFP high|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731823|N/A|N/A|N/A|N/A|DNMT3A IDH1 R132H|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731824|N/A|N/A|N/A|N/A|DNMT3A IDH1 R132H|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731825|N/A|N/A|N/A|N/A|DNMT3A R882H GFP medium/IDH1 R132H|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
GSM3731826|N/A|N/A|N/A|N/A|DNMT3A R882H GFP medium/IDH1 R132H|Leukemia|Cells|TF-1|in_vitro|N/A|N/A|N/A|Genetic
