GSM1340009|N/A|N/A|N/A|N/A|N/A|Benign Prostatic Hyperplasia|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340010|N/A|N/A|N/A|N/A|N/A|Benign Prostatic Hyperplasia|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340011|N/A|N/A|N/A|N/A|N/A|Benign Prostatic Hyperplasia|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340012|N/A|N/A|N/A|N/A|N/A|Benign Prostatic Hyperplasia|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340013|N/A|N/A|N/A|N/A|N/A|Benign Prostatic Hyperplasia|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340014|N/A|N/A|N/A|N/A|N/A|Benign Prostatic Hyperplasia|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340015|N/A|N/A|N/A|N/A|N/A|Benign Prostatic Hyperplasia|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340016|N/A|N/A|N/A|N/A|N/A|Benign Prostatic Hyperplasia|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340017|N/A|N/A|N/A|N/A|N/A|Benign Prostatic Hyperplasia|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340018|N/A|N/A|N/A|N/A|N/A|Benign Prostatic Hyperplasia|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340019|N/A|N/A|N/A|N/A|N/A|Bladder Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340020|N/A|N/A|N/A|N/A|N/A|Bladder Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340021|N/A|N/A|N/A|N/A|N/A|Bladder Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340022|N/A|N/A|N/A|N/A|N/A|Bladder Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340023|N/A|N/A|N/A|N/A|N/A|Bladder Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340024|N/A|N/A|N/A|N/A|N/A|Bladder Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340025|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340026|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340027|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340028|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340029|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
