GSM786194|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|GCB|N/A|N/A
GSM786195|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|GCB|N/A|N/A
GSM786196|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|NBC|N/A|N/A
GSM786197|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|NBC|N/A|N/A
GSM786198|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|GCB|N/A|N/A
GSM786199|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|NBC|N/A|N/A
GSM786200|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|GCB|N/A|N/A
GSM786201|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|GCB|N/A|N/A
GSM786202|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|NBC|N/A|N/A
GSM786203|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|GCB|N/A|N/A
GSM786204|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|NBC|N/A|N/A
GSM786205|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|NBC|N/A|N/A
GSM786206|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|GCB|N/A|N/A
GSM786207|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|GCB|N/A|N/A
GSM786208|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|GCB|N/A|N/A
GSM786209|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|NBC|N/A|N/A
GSM786210|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|NBC|N/A|N/A
