GSM3603061|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-DNMT3A|Genetic
GSM3603062|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-TET1|Genetic
GSM3603063|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-TET1|Genetic
GSM3603064|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|Mock transfected|None
GSM3603065|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-DNMT3A|Genetic
GSM3603066|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-DNMT3A|Genetic
GSM3603067|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|Mock transfected|None
GSM3603068|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-DNMT3A|Genetic
GSM3603069|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-TET1|Genetic
GSM3603070|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-TET1|Genetic
GSM3603071|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|Mock transfected|None
GSM3603072|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-TET1|Genetic
GSM3603073|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-TET1|Genetic
GSM3603074|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-DNMT3A|Genetic
GSM3603075|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-DNMT3A|Genetic
GSM3603076|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-TET1|Genetic
GSM3603077|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-DNMT3A|Genetic
GSM3603078|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-DNMT3A|Genetic
GSM3603079|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|dSpCas9-TET1|Genetic
GSM3603080|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293|in_vitro|N/A|N/A|Mock transfected|None
