GSM2711824|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_1_month|N/A|N/A
GSM2711825|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_1_month|cigarette smoke condensate|Environmental
GSM2711826|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_6_month|N/A|N/A
GSM2711827|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_6_month|cigarette smoke condensate|Environmental
GSM2711828|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_10_month|N/A|N/A
GSM2711829|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_10_month|cigarette smoke condensate|Environmental
GSM2711830|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_15_month|N/A|N/A
GSM2711831|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_15_month|cigarette smoke condensate|Environmental
GSM2711832|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_1_month_rep2|N/A|N/A
GSM2711833|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_1_month_rep2|cigarette smoke condensate|Environmental
GSM2711834|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_6_month_rep2|N/A|N/A
GSM2711835|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_6_month_rep2|cigarette smoke condensate|Environmental
GSM2711836|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_10_month_rep2|N/A|N/A
GSM2711837|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_10_month_rep2|cigarette smoke condensate|Environmental
GSM2711838|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_15_month_rep2|N/A|N/A
GSM2711839|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_15_month_rep2|cigarette smoke condensate|Environmental
GSM2711840|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_15_month_EV|empty vector|Genetic
GSM2711841|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_15_month_KRASV12|mutant KRAS|Genetic
GSM2711842|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_15_month_EV|cigarette smoke condensate and empty vector|Environmental
GSM2711843|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_15_month_KRASV12|cigarette smoke condensate and mutant KRAS|Environmental
GSM2711844|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_15_month_EV_rep2|empty vector|Genetic
GSM2711845|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|ctrl|control_15_month_KRASV12_rep2|mutant KRAS|Genetic
GSM2711846|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_15_month_EV_rep2|cigarette smoke condensate and empty vector|Environmental
GSM2711847|N/A|N/A|N/A|N/A|N/A|healthy|Cells|N/A|in_vitro|case|CSC_15_month_KRASV12_rep2|cigarette smoke condensate and mutant KRAS|Environmental
GSM2711848|N/A|N/A|N/A|N/A|N/A|lung carcinoma|Other|N/A|in_vivo|case|xenograft_CSC_KRASV12_T1|mutant KRAS|Genetic
GSM2711849|N/A|N/A|N/A|N/A|N/A|lung carcinoma|Other|N/A|in_vivo|case|xenograft_CSC_KRASV12_T2|mutant KRAS|Genetic
GSM2711850|N/A|N/A|N/A|N/A|N/A|lung carcinoma|Other|N/A|in_vivo|case|xenograft_CSC_KRASV12_T3|mutant KRAS|Genetic
GSM2711851|N/A|N/A|N/A|N/A|N/A|lung carcinoma|Other|N/A|in_vivo|case|xenograft_CSC_KRASV12_T1_rep2|mutant KRAS|Genetic
GSM2711852|N/A|N/A|N/A|N/A|N/A|lung carcinoma|Other|N/A|in_vivo|case|xenograft_CSC_KRASV12_T2_rep2|mutant KRAS|Genetic
GSM2711853|N/A|N/A|N/A|N/A|N/A|lung carcinoma|Other|N/A|in_vivo|case|xenograft_CSC_KRASV12_T3_rep2|mutant KRAS|Genetic
GSM2711854|N/A|N/A|N/A|N/A|N/A|lung carcinoma|Other|N/A|in_vivo|case|xenograft_CSC_KRASV12_T4_rep2|mutant KRAS|Genetic
