GSM5133500|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|Interferon|Disease
GSM5133501|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|Telaprevir|Small Molecule
GSM5133502|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|N/A|N/A
GSM5133503|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|N/A|N/A
GSM5133504|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|N/A|N/A
GSM5133505|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|Telaprevir|Small Molecule
GSM5133506|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|Telaprevir|Small Molecule
GSM5133507|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|Telaprevir|Small Molecule
GSM5133508|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|Interferon|Disease
GSM5133509|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|Telaprevir|Small Molecule
GSM5133510|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|N/A|N/A
GSM5133511|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|N/A|N/A
GSM5133512|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|Telaprevir|Small Molecule
GSM5133513|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|Interferon|Disease
GSM5133514|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|Interferon|Disease
GSM5133515|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|Interferon|Disease
GSM5133516|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|Interferon|Disease
GSM5133517|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|N/A|N/A
GSM5133518|N/A|N/A|N/A|N/A|N/A|Hepatocellular Carcinoma|Liver|Huh75|in_vitro|N/A|N/A|N/A|N/A
GSM5133519|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|Interferon|Disease
GSM5133520|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|Interferon|Disease
GSM5133521|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|Telaprevir|Small Molecule
GSM5133522|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|N/A|N/A
GSM5133523|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|Telaprevir|Small Molecule
GSM5133524|N/A|N/A|N/A|N/A|N/A|Hepatitis C Virus Cured|Liver|NJ035|in_vivo|N/A|N/A|N/A|Disease
GSM5133525|N/A|N/A|N/A|N/A|N/A|Hepatitis C Virus Cured|Liver|NJ037|in_vivo|N/A|N/A|N/A|Disease
GSM5133526|N/A|N/A|N/A|N/A|N/A|Hepatitis C Virus Cured|Liver|NJ036|in_vivo|N/A|N/A|N/A|Disease
GSM5133527|N/A|N/A|N/A|N/A|N/A|Hepatitis C Virus Cured|Liver|NJ034|in_vivo|N/A|N/A|N/A|Disease
GSM5133528|N/A|N/A|N/A|N/A|N/A|Hepatitis C Virus Cured|Liver|NJ038|in_vivo|N/A|N/A|N/A|Disease
GSM5133529|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|Telaprevir and 5-aza-2’deoxycytidine|Small Molecule
GSM5133530|N/A|N/A|N/A|N/A|N/A|surrogate normal|Liver|Hu1545|in_vitro|N/A|N/A|Interferon and 5-aza-2’deoxycytidine|Disease
