GSM2472279|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|ctrl|starved|N/A|Environmental
GSM2472280|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|ctrl|starved|N/A|Environmental
GSM2472281|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|ctrl|starved|N/A|Environmental
GSM2472282|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e20min|N/A|Environmental
GSM2472283|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e20min|N/A|Environmental
GSM2472284|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e20min|N/A|Environmental
GSM2472285|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e40min|N/A|Environmental
GSM2472286|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e40min|N/A|Environmental
GSM2472287|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e40min|N/A|Environmental
GSM2472288|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e60min|N/A|Environmental
GSM2472289|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e60min|N/A|Environmental
GSM2472290|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e60min|N/A|Environmental
GSM2472291|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e2h|N/A|Environmental
GSM2472292|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e2h|N/A|Environmental
GSM2472293|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e2h|N/A|Environmental
GSM2472294|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e4h|N/A|Environmental
GSM2472295|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e4h|N/A|Environmental
GSM2472296|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e4h|N/A|Environmental
GSM2472297|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e8h|N/A|Environmental
GSM2472298|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e8h|N/A|Environmental
GSM2472299|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF10A|in_vitro|case|e8h|N/A|Environmental
