GSM1941296|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941297|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941298|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941299|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941300|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941301|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941302|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941303|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941304|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941305|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941306|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941307|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941308|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941309|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941310|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941311|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941312|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941313|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941314|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941315|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941316|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941317|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941318|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941319|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941320|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941321|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941322|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941323|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941324|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941325|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941326|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941327|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941328|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941329|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941330|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941331|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
GSM1941332|N/A|N/A|N/A|N/A|N/A|early-stage hepatocellular carcinoma|Liver|N/A|N/A|N/A|N/A|N/A|Disease
