GSM3145685|N/A|N/A|N/A|N/A|N/A|N/A|Breast|X2004|in_vitro|N/A|N/A|N/A|N/A
GSM3145686|N/A|N/A|N/A|N/A|N/A|N/A|Breast|X21MT1|in_vitro|N/A|N/A|N/A|N/A
GSM3145687|N/A|N/A|N/A|N/A|N/A|N/A|Breast|X21MT2|in_vitro|N/A|N/A|N/A|N/A
GSM3145688|N/A|N/A|N/A|N/A|N/A|N/A|Breast|X21NT|in_vitro|N/A|N/A|N/A|N/A
GSM3145689|N/A|N/A|N/A|N/A|N/A|N/A|Breast|X21PT|in_vitro|N/A|N/A|N/A|N/A
GSM3145690|N/A|N/A|N/A|N/A|N/A|N/A|N/A|BE.2..C|in_vitro|N/A|N/A|N/A|N/A
GSM3145691|N/A|N/A|N/A|N/A|N/A|N/A|N/A|BT12|in_vitro|N/A|N/A|N/A|N/A
GSM3145692|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Blin1|in_vitro|N/A|N/A|N/A|N/A
GSM3145693|N/A|N/A|N/A|N/A|N/A|N/A|N/A|C32|in_vitro|N/A|N/A|N/A|N/A
GSM3145694|N/A|N/A|N/A|N/A|N/A|N/A|N/A|C4.2|in_vitro|N/A|N/A|N/A|N/A
GSM3145695|N/A|N/A|N/A|N/A|N/A|N/A|N/A|C4.2B|in_vitro|N/A|N/A|N/A|N/A
GSM3145696|N/A|N/A|N/A|N/A|N/A|N/A|N/A|C80|in_vitro|N/A|N/A|N/A|N/A
GSM3145697|N/A|N/A|N/A|N/A|N/A|N/A|N/A|C99|in_vitro|N/A|N/A|N/A|N/A
GSM3145698|N/A|N/A|N/A|N/A|N/A|N/A|N/A|CHP.126|in_vitro|N/A|N/A|N/A|N/A
GSM3145699|N/A|N/A|N/A|N/A|N/A|N/A|N/A|CHP134|in_vitro|N/A|N/A|N/A|N/A
GSM3145700|N/A|N/A|N/A|N/A|N/A|N/A|N/A|COG.N.278|in_vitro|N/A|N/A|N/A|N/A
GSM3145701|N/A|N/A|N/A|N/A|N/A|N/A|N/A|COG.N.305|in_vitro|N/A|N/A|N/A|N/A
GSM3145702|N/A|N/A|N/A|N/A|N/A|N/A|N/A|COG.N.367|in_vitro|N/A|N/A|N/A|N/A
GSM3145703|N/A|N/A|N/A|N/A|N/A|N/A|N/A|CWR_22RV1|in_vitro|N/A|N/A|N/A|N/A
GSM3145704|N/A|N/A|N/A|N/A|N/A|N/A|Breast|FC.IBC02|in_vitro|N/A|N/A|N/A|N/A
GSM3145705|N/A|N/A|N/A|N/A|N/A|N/A|N/A|GI.ME.N|in_vitro|N/A|N/A|N/A|N/A
GSM3145706|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HCA2|in_vitro|N/A|N/A|N/A|N/A
GSM3145707|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HCA24|in_vitro|N/A|N/A|N/A|N/A
GSM3145708|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HCA7|in_vitro|N/A|N/A|N/A|N/A
GSM3145709|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC3153|in_vitro|N/A|N/A|N/A|N/A
GSM3145710|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HCT116HET|in_vitro|N/A|N/A|N/A|N/A
GSM3145711|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HCT116KO|in_vitro|N/A|N/A|N/A|N/A
GSM3145712|N/A|N/A|N/A|N/A|N/A|N/A|N/A|HCT116WT|in_vitro|N/A|N/A|N/A|N/A
GSM3145713|N/A|N/A|N/A|N/A|N/A|N/A|N/A|KOPT.K1|in_vitro|N/A|N/A|N/A|N/A
GSM3145714|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Kelly|in_vitro|N/A|N/A|N/A|N/A
GSM3145715|N/A|N/A|N/A|N/A|N/A|N/A|N/A|LAPC.4|in_vitro|N/A|N/A|N/A|N/A
GSM3145716|N/A|N/A|N/A|N/A|N/A|N/A|N/A|LIM1899|in_vitro|N/A|N/A|N/A|N/A
GSM3145717|N/A|N/A|N/A|N/A|N/A|N/A|N/A|LIM2405|in_vitro|N/A|N/A|N/A|N/A
GSM3145718|N/A|N/A|N/A|N/A|N/A|N/A|N/A|LIM2551|in_vitro|N/A|N/A|N/A|N/A
GSM3145719|N/A|N/A|N/A|N/A|N/A|N/A|N/A|LNCaP.abl|in_vitro|N/A|N/A|N/A|N/A
GSM3145720|N/A|N/A|N/A|N/A|N/A|N/A|N/A|LNCaP|in_vitro|N/A|N/A|N/A|N/A
GSM3145721|N/A|N/A|N/A|N/A|N/A|N/A|N/A|LS|in_vitro|N/A|N/A|N/A|N/A
GSM3145722|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA.IBC.3|in_vitro|N/A|N/A|N/A|N/A
GSM3145723|N/A|N/A|N/A|N/A|N/A|N/A|N/A|MHH.NB.11|in_vitro|N/A|N/A|N/A|N/A
GSM3145724|N/A|N/A|N/A|N/A|N/A|N/A|N/A|MOLM14|in_vitro|N/A|N/A|N/A|N/A
GSM3145725|N/A|N/A|N/A|N/A|N/A|N/A|N/A|NB69|in_vitro|N/A|N/A|N/A|N/A
GSM3145726|N/A|N/A|N/A|N/A|N/A|N/A|N/A|NGP|in_vitro|N/A|N/A|N/A|N/A
GSM3145727|N/A|N/A|N/A|N/A|N/A|N/A|N/A|NLF|in_vitro|N/A|N/A|N/A|N/A
GSM3145728|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Nalm14|in_vitro|N/A|N/A|N/A|N/A
GSM3145729|N/A|N/A|N/A|N/A|N/A|N/A|N/A|PMC42|in_vitro|N/A|N/A|N/A|N/A
GSM3145730|N/A|N/A|N/A|N/A|N/A|N/A|N/A|SMS.KCN|in_vitro|N/A|N/A|N/A|N/A
GSM3145731|N/A|N/A|N/A|N/A|N/A|N/A|N/A|SMS.SAN|in_vitro|N/A|N/A|N/A|N/A
GSM3145732|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM149R|in_vitro|N/A|N/A|N/A|N/A
GSM3145733|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM.149R_wo_JQ1|in_vitro|N/A|N/A|N/A|N/A
GSM3145734|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM149|in_vitro|N/A|N/A|N/A|N/A
GSM3145735|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM159.JQR|in_vitro|N/A|N/A|N/A|N/A
GSM3145736|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM.159R_wo_JQ1|in_vitro|N/A|N/A|N/A|N/A
GSM3145737|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM159|in_vitro|N/A|N/A|N/A|N/A
GSM3145738|N/A|N/A|N/A|N/A|N/A|N/A|N/A|SW1222|in_vitro|N/A|N/A|N/A|N/A
GSM3145739|N/A|N/A|N/A|N/A|N/A|N/A|N/A|TM87|in_vitro|N/A|N/A|N/A|N/A
GSM3145740|N/A|N/A|N/A|N/A|N/A|N/A|N/A|TTC549|in_vitro|N/A|N/A|N/A|N/A
GSM3145741|N/A|N/A|N/A|N/A|N/A|N/A|N/A|TTC642|in_vitro|N/A|N/A|N/A|N/A
GSM3145742|N/A|N/A|N/A|N/A|N/A|N/A|N/A|TTC709|in_vitro|N/A|N/A|N/A|N/A
GSM3145743|N/A|N/A|N/A|N/A|N/A|N/A|N/A|UACC.3199|in_vitro|N/A|N/A|N/A|N/A
