GSM2590751|N/A|N/A|N/A|N/A|N/A|N/A|Lung|IMR90|in_vitro|ctrl|IMR90_4x0.5Gy_96h_DS|4x0.5Gy|Environmental
GSM2590752|N/A|N/A|N/A|N/A|N/A|N/A|Lung|IMR90|in_vitro|ctrl|IMR90_4Gy_24h_DS|4Gy|Environmental
GSM2590753|N/A|N/A|N/A|N/A|N/A|N/A|Lung|IMR90|in_vitro|ctrl|IMR90_2Gy_24h|2Gy|Environmental
GSM2590754|N/A|N/A|N/A|N/A|N/A|N/A|Lung|IMR90|in_vitro|ctrl|IMR90_4Gy_48h_DS|4Gy|Environmental
GSM2590755|N/A|N/A|N/A|N/A|N/A|N/A|Lung|IMR90|in_vitro|ctrl|IMR90_2Gy_48h|2Gy|Environmental
GSM2590756|N/A|N/A|N/A|N/A|N/A|N/A|Lung|IMR90|in_vitro|ctrl|IMR90_0Gy_0h|0Gy|Environmental
GSM2590757|N/A|N/A|N/A|N/A|N/A|N/A|N/A|GM12878|in_vitro|ctrl|GM12878_0Gy_0h|0Gy|Environmental
GSM2590758|N/A|N/A|N/A|N/A|N/A|N/A|N/A|GM12878|in_vitro|ctrl|GM12878_2Gy_24h|2Gy|Environmental
GSM2590759|N/A|N/A|N/A|N/A|N/A|N/A|N/A|GM12878|in_vitro|ctrl|GM12878_2Gy_48h|2Gy|Environmental
GSM2590760|N/A|N/A|N/A|N/A|N/A|N/A|N/A|GM12878|in_vitro|ctrl|GM12878_4Gy_24h|4Gy|Environmental
GSM2590761|N/A|N/A|N/A|N/A|N/A|N/A|N/A|GM12878|in_vitro|ctrl|GM12878_4Gy_48h|4Gy|Environmental
GSM2590762|N/A|N/A|N/A|N/A|N/A|N/A|N/A|GM12878|in_vitro|ctrl|GM12878_4x0.5Gy_96h|4x0.5Gy|Environmental
