GSM510841|N/A|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510842|N/A|N/A|N/A|N/A|N/A|Oligoastrocytoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510843|N/A|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510844|N/A|N/A|N/A|N/A|N/A|Astrocytoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510845|N/A|N/A|N/A|N/A|N/A|Astrocytoma|Brain|N/A|in_vivo|N/A|N/A|N/A|Genetic
GSM510846|N/A|N/A|N/A|N/A|N/A|Pilocytic Astrocytoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510847|N/A|N/A|N/A|N/A|N/A|Astrocytoma|Brain|N/A|in_vivo|N/A|N/A|N/A|Genetic
GSM510848|N/A|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510849|N/A|N/A|N/A|N/A|N/A|Ependymoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510850|N/A|N/A|N/A|N/A|N/A|Glioblastoma Multiforme|Brain|N/A|in_vivo|N/A|N/A|N/A|Genetic
GSM510851|N/A|N/A|N/A|N/A|N/A|Astrocytoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510852|N/A|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510853|N/A|N/A|N/A|N/A|N/A|Ependymoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510854|N/A|N/A|N/A|N/A|N/A|Glioblastoma Multiforme|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510855|N/A|N/A|N/A|N/A|N/A|Oligodendroglioma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510856|N/A|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510857|N/A|N/A|N/A|N/A|N/A|Oligoastrocytoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510858|N/A|N/A|N/A|N/A|N/A|Astrocytoma|Brain|N/A|in_vivo|N/A|N/A|N/A|Genetic
GSM510860|N/A|N/A|N/A|N/A|N/A|Oligoastrocytoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510861|N/A|N/A|N/A|N/A|N/A|Astrocytoma|Brain|N/A|in_vivo|N/A|N/A|N/A|Genetic
GSM510862|N/A|N/A|N/A|N/A|N/A|Oligodendroglioma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510863|N/A|N/A|N/A|N/A|N/A|Oligoastrocytoma|Brain|N/A|in_vivo|N/A|N/A|N/A|Genetic
GSM510864|N/A|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vivo|N/A|N/A|N/A|Genetic
GSM510865|N/A|N/A|N/A|N/A|N/A|Glioblastoma Multiforme|Brain|N/A|in_vivo|N/A|N/A|N/A|Genetic
GSM510866|N/A|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM510867|N/A|N/A|N/A|N/A|N/A|Ependymoma|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
