GSM2702790|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702791|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702792|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702793|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702794|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702795|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702796|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702797|N/A|Hispanic and Latino|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702798|N/A|Hispanic and Latino|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702799|N/A|Hispanic and Latino|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702800|N/A|Hispanic and Latino|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702801|N/A|Hispanic and Latino|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702802|N/A|Hispanic and Latino|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702803|N/A|Hispanic and Latino|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702804|N/A|Other|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702805|N/A|Other|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702806|N/A|Other|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702807|N/A|Other|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702808|N/A|Other|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702809|N/A|Other|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702810|N/A|Other|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702811|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702812|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702813|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702814|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702815|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702816|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702817|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702818|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702819|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702820|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702821|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702822|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM2702823|N/A|Asian|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
