GSM106370|GLI56T1|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|case|5`aza-dC treated|5`aza-dC|Small Molecule
GSM106377|GLI56T2|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|case|5`aza-dC treated|5`aza-dC|Small Molecule
GSM106398|GLI60T1|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|case|5`aza-dC treated|5`aza-dC|Small Molecule
GSM106401|GLI60T2|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|case|5`aza-dC treated|5`aza-dC|Small Molecule
GSM106404|GLI72T1|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|case|5`aza-dC treated|5`aza-dC|Small Molecule
GSM106406|GLI72T2|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|case|5`aza-dC treated|5`aza-dC|Small Molecule
GSM106497|GLI56U1|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|ctrl|Untreated control|N/A|None
GSM106498|GLI56U2|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|ctrl|Untreated control|N/A|None
GSM106500|GLI60U1|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|ctrl|Untreated control|N/A|None
GSM106501|GLI60U2|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|ctrl|Untreated control|N/A|None
GSM106502|GLI72U1|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|ctrl|Untreated control|N/A|None
GSM106503|GLI72U2|N/A|N/A|N/A|N/A|Glioblastoma|Brain|N/A|in_vitro|ctrl|Untreated control|N/A|None
