GSM3496489|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|AML-193|in_vitro|ctrl|Vehicle|None|Small Molecule
GSM3496490|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|AML-193|in_vitro|ctrl|Vehicle|None|Small Molecule
GSM3496491|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|AML-193|in_vitro|case|0.5uM Azacitidine|None|Small Molecule
GSM3496492|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|AML-193|in_vitro|case|0.5uM Azacitidine|None|Small Molecule
GSM3496493|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|HNT-34|in_vitro|ctrl|Vehicle|None|Small Molecule
GSM3496494|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|HNT-34|in_vitro|ctrl|Vehicle|None|Small Molecule
GSM3496495|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|HNT-34|in_vitro|case|0.5uM Azacitidine|None|Small Molecule
GSM3496496|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|HNT-34|in_vitro|case|0.5uM Azacitidine|None|Small Molecule
GSM3496497|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|KG1a|in_vitro|ctrl|Vehicle|None|Small Molecule
GSM3496498|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|KG1a|in_vitro|ctrl|Vehicle|None|Small Molecule
GSM3496499|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|KG1a|in_vitro|case|0.5uM Azacitidine|None|Small Molecule
GSM3496500|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|KG1a|in_vitro|case|0.5uM Azacitidine|None|Small Molecule
GSM3496501|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|HL60|in_vitro|ctrl|Vehicle|None|Small Molecule
GSM3496502|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|HL60|in_vitro|ctrl|Vehicle|None|Small Molecule
GSM3496503|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|HL60|in_vitro|case|0.5uM Azacitidine|None|Small Molecule
GSM3496504|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Cells|HL60|in_vitro|case|0.5uM Azacitidine|None|Small Molecule
