GSM1936932|N/A|N/A|N/A|N/A|N/A|N/A|Skin|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936933|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936934|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936935|N/A|N/A|N/A|N/A|N/A|N/A|Skin|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936936|N/A|N/A|N/A|N/A|N/A|N/A|Skin|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936937|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936938|N/A|N/A|N/A|N/A|N/A|N/A|Skin|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936939|N/A|N/A|N/A|N/A|N/A|N/A|Skin|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936940|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936941|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936942|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 DNMT1 (-/-) and DNMT3b (-/-)|in_vitro|N/A|N/A|N/A|Genetic
GSM1936943|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1936944|N/A|N/A|N/A|N/A|N/A|N/A|Skin|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936945|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936946|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936947|N/A|N/A|N/A|N/A|N/A|N/A|Skin|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936948|N/A|N/A|N/A|N/A|N/A|N/A|Skin|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936949|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936950|N/A|N/A|N/A|N/A|N/A|N/A|Skin|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936951|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936952|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936953|N/A|N/A|N/A|N/A|N/A|N/A|Breast|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1936954|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 DNMT1 (-/-) and DNMT3b (-/-)|in_vitro|N/A|N/A|N/A|Genetic
GSM1936955|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|Small Molecule
