GSM643663|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643664|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643665|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643666|N/A|N/A|F|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643667|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643668|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643669|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643670|N/A|N/A|F|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643671|N/A|N/A|F|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
GSM643672|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643673|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643674|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643675|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643676|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643677|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643678|N/A|N/A|M|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643679|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643680|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643681|N/A|N/A|F|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643682|N/A|N/A|M|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
GSM643683|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643684|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643685|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643686|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643687|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643688|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643689|N/A|N/A|F|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643690|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643691|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643692|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643693|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643694|N/A|N/A|F|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
GSM643695|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643696|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643697|N/A|N/A|M|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643698|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643699|N/A|N/A|F|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
GSM643700|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643701|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643702|N/A|N/A|F|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643703|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643704|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643705|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643706|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643707|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643708|N/A|N/A|M|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
GSM643709|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643710|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643711|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643712|N/A|N/A|M|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643713|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643714|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643715|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643716|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643717|N/A|N/A|F|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
