GSM4387256|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|ctrl|Vehicle|N/A|None
GSM4387257|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|ctrl|Vehicle|N/A|None
GSM4387258|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|ctrl|Vehicle|N/A|None
GSM4387259|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|BAY1436032|BAY1436032|Small Molecule
GSM4387260|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|BAY1436032|BAY1436032|Small Molecule
GSM4387261|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|BAY1436032|BAY1436032|Small Molecule
GSM4387262|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|Azacitidine|Azacitidine|Small Molecule
GSM4387263|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|Azacitidine|Azacitidine|Small Molecule
GSM4387264|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|Azacitidine|Azacitidine|Small Molecule
GSM4387265|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|BAY1436032+Azacitidine sequential|BAY1436032+Azacitidine sequential|Small Molecule
GSM4387266|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|BAY1436032+Azacitidine sequential|BAY1436032+Azacitidine sequential|Small Molecule
GSM4387267|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|BAY1436032+Azacitidine sequential|BAY1436032+Azacitidine sequential|Small Molecule
GSM4387268|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|BAY1436032+Azacitidine simultaneous|BAY1436032+Azacitidine simultaneous|Small Molecule
GSM4387269|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|BAY1436032+Azacitidine simultaneous|BAY1436032+Azacitidine simultaneous|Small Molecule
GSM4387270|N/A|N/A|N/A|N/A|N/A|Acute Myeloid Leukemia|Other|Human CD45+|in_vitro|case|BAY1436032+Azacitidine simultaneous|BAY1436032+Azacitidine simultaneous|Small Molecule
