GSM866370|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866371|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866372|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866373|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866374|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866375|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866376|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866377|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866378|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866379|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866380|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866381|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866382|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866383|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866384|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866385|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866386|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866387|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Lung|N/A|in_vivo|case|N/A|N/A|Disease
GSM866388|N/A|N/A|N/A|N/A|N/A|Healthy|Lung|N/A|in_vivo|ctrl|N/A|N/A|None
GSM866389|N/A|N/A|N/A|N/A|N/A|Healthy|Lung|N/A|in_vivo|ctrl|N/A|N/A|None
GSM866390|N/A|N/A|N/A|N/A|N/A|Healthy|Lung|N/A|in_vivo|ctrl|N/A|N/A|None
GSM866391|N/A|N/A|N/A|N/A|N/A|Healthy|Lung|N/A|in_vivo|ctrl|N/A|N/A|None
GSM866392|N/A|N/A|N/A|N/A|N/A|Healthy|Lung|N/A|in_vivo|ctrl|N/A|N/A|None
GSM866393|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Cells|DMS53|in_vitro|case|N/A|N/A|Disease
GSM866394|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Cells|SW1271|in_vitro|case|N/A|N/A|Disease
GSM866395|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Cells|H1417|in_vitro|case|N/A|N/A|Disease
GSM866396|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|HBEC|in_vitro|ctrl|N/A|N/A|None
GSM866397|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Cells|H1688|in_vitro|case|N/A|N/A|Disease
GSM866398|N/A|N/A|N/A|N/A|N/A|Small Cell Lung Cancer|Cells|H1836|in_vitro|case|N/A|N/A|Disease
