GSM1863263|BN119-120-121|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863264|BN123|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863265|BN148|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863266|BN151|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863267|BN152|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863268|BN278|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863269|BN278|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863270|BN278|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863271|BN278|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863272|BN278|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863273|BN278|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863274|BN278|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863275|BN280|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863276|BN280|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863277|BN280|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863278|BN280|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863279|BN280|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863280|BN280|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863281|BN280|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863282|BN287|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863283|BN287|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863284|BN287|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863285|BN287|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863286|BN287|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863287|BN287|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1863288|BN287|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
