GSM1286176|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vivo|ctrl|NPA1|N/A|Disease
GSM1286177|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vivo|case|CPA1|N/A|Disease
GSM1286178|N/A|N/A|M|N/A|N/A|N/A|Cells|N/A|in_vivo|ctrl|NPA1|N/A|Disease
GSM1286179|N/A|N/A|M|N/A|N/A|N/A|Cells|N/A|in_vivo|case|CPA1|N/A|Disease
GSM1286180|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vivo|ctrl|NPA2|N/A|Disease
GSM1286181|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vivo|case|CPA2|N/A|Disease
GSM1286182|N/A|N/A|M|N/A|N/A|N/A|Cells|N/A|in_vivo|ctrl|NPA2|N/A|Disease
GSM1286183|N/A|N/A|M|N/A|N/A|N/A|Cells|N/A|in_vivo|case|CPA2|N/A|Disease
GSM1286184|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vivo|ctrl|NPA3|N/A|Disease
GSM1286185|N/A|N/A|F|N/A|N/A|N/A|Cells|N/A|in_vivo|case|CPA3|N/A|Disease
GSM1286186|N/A|N/A|M|N/A|N/A|N/A|Cells|N/A|in_vivo|ctrl|NPA3|N/A|Disease
GSM1286187|N/A|N/A|M|N/A|N/A|N/A|Cells|N/A|in_vivo|case|CPA3|N/A|Disease
